student_id,assignment_id,assignment_type,num_questions,difficulty,days_until_due,date_assigned,date_submitted,time_spent_minutes,num_work_sessions,completed_on_time,submitted_late_days,prior_completion_rate,prior_avg_grade,prior_avg_homework_time
S143,A18,quiz_prep,8,1,2,2026-01-03,2026-01-04,34.1,2,1,0,0.84,95.3,33.5
S148,A12,essay,17,4,5,2026-02-03,2026-02-08,91.5,2,1,0,0.96,88.5,35.1
S141,A29,coding,24,5,3,2026-01-12,2026-01-13,129.9,1,1,0,0.96,75.9,29.2
S137,A28,essay,20,1,3,2026-01-06,2026-01-08,74.6,1,1,0,0.73,80.4,28.6
S130,A23,essay,14,2,3,2026-01-22,2026-01-22,46.5,2,1,0,0.89,99.0,46.5
S120,A7,worksheet,5,1,1,2026-01-22,2026-01-22,22.8,2,1,0,0.74,91.1,38.2
S126,A32,coding,19,1,2,2026-02-12,2026-02-12,45.5,2,1,0,0.81,94.4,36.3
S125,A36,reading,20,4,5,2026-01-30,2026-02-02,68.9,1,1,0,0.93,66.2,44.9
S105,A21,coding,21,2,3,2026-01-21,2026-01-21,72.7,1,1,0,0.7,81.4,48.9
S107,A26,quiz_prep,20,5,6,2026-02-22,2026-02-23,58.5,3,1,0,0.98,89.9,34.7
S100,A35,essay,24,1,4,2026-01-27,2026-01-29,75.2,1,1,0,0.92,81.1,50.6
S103,A13,quiz_prep,5,4,1,2026-01-24,2026-01-25,54.3,1,1,0,0.92,72.7,35.7
S139,A32,essay,5,5,6,2026-02-18,2026-02-21,84.6,1,1,0,1.0,78.4,35.7
S103,A14,coding,24,3,5,2026-02-05,2026-02-06,89.7,2,1,0,0.88,84.7,37.3
S108,A19,essay,24,2,1,2026-02-26,2026-02-27,77.4,2,1,0,0.74,68.4,31.7
S144,A32,reading,15,2,3,2026-01-02,2026-01-02,25.1,1,1,0,1.0,100.0,33.7
S140,A39,worksheet,7,2,6,2026-02-15,2026-02-17,48.1,3,1,0,0.68,100.0,48.6
S110,A20,quiz_prep,23,1,2,2026-01-01,2026-01-01,48.4,1,1,0,0.88,90.5,43.4
S135,A27,reading,5,5,1,2026-01-15,2026-01-15,45.4,3,1,0,0.7,90.1,45.7
S107,A30,reading,14,1,2,2026-02-11,2026-02-13,28.0,2,1,0,0.92,76.4,38.6
S109,A32,coding,13,4,3,2026-02-02,2026-02-02,83.8,2,1,0,1.0,90.4,30.4
S145,A18,essay,18,1,5,2026-02-23,2026-03-04,71.6,2,0,4,0.91,100.0,37.0
S130,A31,worksheet,22,2,6,2026-01-30,2026-02-04,59.8,2,1,0,0.71,87.1,54.2
S135,A10,essay,13,1,5,2026-01-13,2026-01-15,40.0,3,1,0,0.77,79.0,50.7
S138,A33,worksheet,10,4,2,2026-02-25,2026-02-25,63.6,2,1,0,1.0,77.3,34.5
S104,A18,essay,15,5,6,2026-01-22,2026-02-01,96.2,2,0,4,0.72,80.1,54.4
S150,A33,coding,9,5,1,2026-02-22,2026-02-27,80.2,2,0,4,0.93,90.5,53.6
S100,A19,coding,24,1,1,2026-02-23,2026-02-24,58.5,2,1,0,0.68,90.5,37.5
S137,A38,essay,11,2,1,2026-02-25,2026-02-26,84.6,2,1,0,0.83,76.5,41.8
S109,A29,quiz_prep,20,4,3,2026-01-31,2026-01-31,62.3,3,1,0,0.87,61.8,29.3
S122,A22,quiz_prep,12,1,5,2026-02-18,2026-02-23,9.6,1,1,0,1.0,86.6,43.7
S134,A25,essay,23,4,4,2026-03-01,2026-03-09,98.0,1,0,4,0.72,100.0,44.3
S120,A13,worksheet,13,3,1,2026-02-06,2026-02-07,44.3,3,1,0,0.89,92.9,54.9
S124,A15,essay,20,2,5,2026-01-03,2026-01-07,78.5,1,1,0,0.83,92.6,39.9
S120,A31,essay,21,5,3,2026-01-25,2026-01-25,114.6,2,1,0,0.58,87.6,39.5
S142,A10,essay,13,1,1,2026-01-03,2026-01-04,23.4,1,1,0,0.76,88.6,43.4
S108,A33,quiz_prep,23,5,3,2026-01-22,2026-01-23,82.5,1,1,0,0.81,60.0,39.6
S106,A29,reading,19,4,1,2026-02-03,2026-02-03,52.9,1,1,0,0.86,86.9,34.4
S129,A1,worksheet,14,4,5,2026-01-27,2026-01-29,59.2,1,1,0,0.79,73.1,33.8
S141,A10,reading,15,3,2,2026-01-31,2026-02-06,34.4,2,0,4,0.84,81.1,50.5
S150,A17,coding,8,1,1,2026-02-09,2026-02-09,17.3,3,1,0,0.97,100.0,53.4
S144,A26,reading,11,5,4,2026-02-24,2026-02-28,48.3,1,1,0,1.0,73.5,23.9
S121,A35,essay,8,2,2,2026-01-21,2026-01-23,31.0,2,1,0,1.0,87.6,32.5
S140,A32,quiz_prep,16,2,2,2026-01-03,2026-01-05,33.6,2,1,0,0.73,88.8,56.1
S139,A5,worksheet,21,2,6,2026-02-10,2026-02-13,58.8,1,1,0,1.0,90.3,31.9
S143,A19,worksheet,8,3,6,2026-02-17,2026-02-20,49.1,2,1,0,0.82,95.4,45.4
S105,A28,reading,9,2,4,2026-02-18,2026-02-20,24.2,2,1,0,0.81,79.9,23.0
S140,A7,essay,20,2,6,2026-01-11,2026-01-16,70.3,2,1,0,0.96,91.7,37.1
S144,A20,reading,24,3,4,2026-01-03,2026-01-05,41.2,3,1,0,1.0,73.2,29.2
S120,A4,coding,20,3,5,2026-01-23,2026-01-24,70.3,1,1,0,0.79,87.4,44.8
S123,A28,worksheet,7,3,5,2026-01-16,2026-01-17,34.5,1,1,0,0.68,70.2,41.9
S133,A27,quiz_prep,20,4,3,2026-02-13,2026-02-16,55.3,2,1,0,1.0,82.9,45.6
S150,A12,worksheet,8,2,6,2026-01-12,2026-01-14,32.1,1,1,0,0.92,84.4,46.5
S105,A40,essay,16,3,5,2026-02-09,2026-02-12,67.9,2,1,0,1.0,96.1,50.8
S143,A16,essay,19,1,4,2026-02-28,2026-02-28,61.2,3,1,0,1.0,79.7,36.6
S137,A10,worksheet,12,4,6,2026-01-30,2026-02-03,32.7,1,1,0,0.94,85.4,45.6
S140,A17,essay,10,1,2,2026-01-17,2026-01-17,29.1,1,1,0,0.87,82.0,41.9
S142,A1,essay,24,4,6,2026-02-27,2026-02-27,126.1,1,1,0,0.84,85.4,65.6
S118,A35,worksheet,23,3,4,2026-01-05,2026-01-08,69.0,1,1,0,0.88,93.2,39.7
S128,A23,quiz_prep,21,4,1,2026-01-20,2026-01-21,64.9,1,1,0,0.66,78.3,38.2
S140,A28,coding,24,2,5,2026-01-30,2026-02-03,66.3,1,1,0,0.84,89.8,48.7
S119,A13,essay,21,4,4,2026-02-24,2026-02-26,106.5,1,1,0,0.81,93.5,55.0
S130,A7,worksheet,20,4,4,2026-01-25,2026-01-29,71.9,1,1,0,0.83,95.4,39.6
S136,A23,quiz_prep,20,5,2,2026-01-19,2026-01-19,80.2,1,1,0,0.62,86.7,29.6
S144,A19,reading,16,4,6,2026-02-23,2026-02-25,53.6,1,1,0,0.77,88.3,37.0
S142,A26,coding,17,5,1,2026-01-01,2026-01-02,94.6,4,1,0,0.88,87.6,27.4
S136,A4,quiz_prep,11,4,1,2026-02-17,2026-02-18,59.4,1,1,0,0.76,89.0,27.1
S131,A19,worksheet,10,5,6,2026-02-08,2026-02-12,77.4,1,1,0,0.82,78.1,48.0
S122,A15,worksheet,13,4,6,2026-02-09,2026-02-13,63.3,1,1,0,0.81,90.4,43.0
S116,A9,reading,19,1,5,2026-02-27,2026-03-03,37.8,2,1,0,0.76,75.0,32.2
S140,A3,coding,21,5,4,2026-02-20,2026-02-24,122.1,1,1,0,0.94,100.0,40.8
S128,A3,quiz_prep,17,2,3,2026-01-24,2026-01-24,41.7,4,1,0,0.99,72.8,46.5
S146,A9,reading,5,4,1,2026-02-28,2026-02-28,33.8,3,1,0,0.82,87.9,39.5
S118,A21,essay,12,1,3,2026-01-12,2026-01-16,56.3,1,0,1,0.83,97.2,35.1
S112,A9,quiz_prep,12,1,6,2026-02-26,2026-02-26,35.5,1,1,0,0.86,98.0,32.8
S123,A34,quiz_prep,11,3,4,2026-02-28,2026-03-02,55.2,1,1,0,0.75,100.0,49.9
S117,A11,coding,8,4,6,2026-02-28,2026-03-03,62.8,1,1,0,0.82,91.5,59.4
S130,A19,coding,5,3,2,2026-02-21,2026-02-26,34.9,1,0,3,0.72,85.2,42.3
S107,A30,reading,18,4,5,2026-01-10,2026-01-12,48.0,1,1,0,0.88,92.3,32.0
S148,A15,essay,22,2,4,2026-02-24,2026-02-26,68.5,2,1,0,1.0,82.3,45.9
S135,A24,reading,24,2,1,2026-02-20,2026-02-21,37.5,1,1,0,0.84,72.0,43.5
S125,A1,coding,9,5,6,2026-02-04,2026-02-05,101.5,2,1,0,1.0,85.4,37.4
S107,A30,coding,24,1,1,2026-02-13,2026-02-13,57.3,2,1,0,0.93,77.8,32.7
S147,A17,quiz_prep,12,1,4,2026-01-25,2026-01-28,10.6,2,1,0,0.78,89.2,60.8
S140,A24,reading,13,2,2,2026-02-13,2026-02-13,32.9,2,1,0,0.79,80.8,25.0
S114,A31,reading,19,2,1,2026-02-09,2026-02-10,50.3,1,1,0,0.7,63.4,36.7
S135,A21,quiz_prep,21,5,6,2026-01-15,2026-01-21,84.2,1,1,0,0.92,82.6,27.1
S141,A5,essay,7,1,4,2026-02-28,2026-03-01,49.1,1,1,0,0.97,79.7,42.3
S144,A20,essay,10,4,6,2026-01-08,2026-01-18,87.5,2,0,4,0.87,85.5,57.2
S108,A3,reading,19,3,4,2026-01-20,2026-01-24,24.9,3,1,0,0.69,82.8,33.7
S131,A8,reading,21,5,3,2026-01-16,2026-01-19,56.6,1,1,0,0.82,77.2,57.3
S134,A9,essay,20,3,4,2026-01-30,2026-02-07,108.5,2,0,4,0.76,80.6,34.6
S123,A35,essay,13,3,5,2026-02-07,2026-02-08,91.3,1,1,0,0.87,91.9,27.3
S147,A10,essay,9,5,6,2026-02-11,2026-02-19,66.8,2,0,2,0.64,87.5,36.3
S106,A32,quiz_prep,9,1,2,2026-01-27,2026-01-29,25.8,3,1,0,0.88,82.5,52.5
S117,A3,coding,10,5,3,2026-01-14,2026-01-14,85.2,1,1,0,0.78,98.5,35.3
S128,A29,worksheet,21,2,3,2026-02-24,2026-02-25,51.4,1,1,0,0.83,94.5,48.5
S123,A7,coding,14,1,6,2026-02-04,2026-02-13,50.8,3,0,3,0.73,83.1,32.4
S141,A23,reading,15,3,5,2026-01-26,2026-01-26,32.3,1,1,0,0.84,87.7,31.0
S117,A13,reading,20,3,1,2026-02-24,2026-02-24,46.2,2,1,0,0.84,81.4,39.2
S129,A6,worksheet,16,2,4,2026-02-11,2026-02-14,36.8,3,1,0,0.84,85.2,40.6
S140,A39,reading,21,1,4,2026-01-04,2026-01-07,23.9,1,1,0,0.82,70.6,48.6
S150,A22,worksheet,9,4,5,2026-01-09,2026-01-13,56.2,1,1,0,1.0,83.4,25.4
S150,A37,worksheet,10,4,4,2026-01-05,2026-01-09,70.7,1,1,0,0.9,100.0,31.3
S148,A36,worksheet,24,4,4,2026-02-07,2026-02-08,79.6,1,1,0,0.94,88.4,35.6
S113,A15,coding,9,3,6,2026-02-19,2026-02-28,46.2,2,0,3,0.82,84.5,35.3
S109,A39,reading,23,3,5,2026-01-18,2026-01-23,62.7,1,1,0,0.68,64.4,55.4
S109,A9,quiz_prep,15,1,5,2026-01-17,2026-01-17,30.5,1,1,0,0.81,90.6,64.3
S111,A8,reading,14,4,2,2026-01-09,2026-01-10,37.0,2,1,0,0.94,89.5,51.8
S100,A23,worksheet,17,1,1,2026-02-07,2026-02-08,27.0,3,1,0,0.84,87.8,30.1
S120,A2,worksheet,12,4,1,2026-01-17,2026-01-17,59.9,1,1,0,0.74,100.0,27.2
S103,A9,essay,9,4,4,2026-02-03,2026-02-06,63.6,3,1,0,0.98,85.1,68.7
S107,A5,essay,17,4,4,2026-01-29,2026-02-01,99.8,3,1,0,1.0,87.4,41.1
S149,A24,quiz_prep,20,5,3,2026-02-07,2026-02-10,77.6,2,1,0,1.0,96.9,54.4
S106,A29,quiz_prep,17,1,6,2026-01-15,2026-01-25,42.0,1,0,4,0.76,81.2,42.3
S139,A3,quiz_prep,5,3,5,2026-01-20,2026-01-21,50.8,2,1,0,0.94,90.8,21.0
S129,A2,reading,9,5,4,2026-01-31,2026-02-07,47.9,1,0,3,0.82,82.9,33.7
S125,A28,reading,20,2,3,2026-02-01,2026-02-01,27.9,1,1,0,0.88,97.8,43.4
S145,A29,reading,10,4,5,2026-02-27,2026-03-02,47.5,2,1,0,0.98,77.4,32.1
S105,A21,quiz_prep,10,3,3,2026-01-10,2026-01-10,37.5,3,1,0,0.89,91.8,51.0
S104,A9,coding,23,3,4,2026-02-09,2026-02-11,74.2,1,1,0,0.67,87.0,29.4
S140,A38,quiz_prep,14,3,3,2026-02-15,2026-02-16,40.1,2,1,0,0.85,85.0,34.1
S120,A25,quiz_prep,5,4,3,2026-02-03,2026-02-06,54.5,1,1,0,0.78,96.6,40.5
S118,A30,quiz_prep,15,4,1,2026-02-08,2026-02-09,64.7,1,1,0,0.97,62.4,28.2
S127,A7,reading,23,1,1,2026-02-24,2026-02-25,18.7,3,1,0,0.9,75.2,28.5
S141,A36,worksheet,10,4,1,2026-01-28,2026-01-29,49.8,1,1,0,1.0,78.5,44.1
S128,A15,essay,22,5,6,2026-01-22,2026-01-24,120.9,1,1,0,0.77,81.4,28.8
S129,A26,essay,13,2,5,2026-02-16,2026-02-21,62.0,1,1,0,0.92,81.7,34.9
S106,A21,essay,22,1,4,2026-01-21,2026-01-22,73.8,2,1,0,0.87,95.2,36.8
S142,A17,coding,6,3,4,2026-01-10,2026-01-16,52.7,1,0,2,0.52,89.9,45.7
S143,A31,reading,17,2,6,2026-01-06,2026-01-11,26.6,1,1,0,0.98,89.3,15.1
S105,A6,essay,16,5,6,2026-01-07,2026-01-12,130.9,1,1,0,1.0,78.3,36.0
S147,A24,worksheet,7,2,3,2026-02-05,2026-02-08,29.7,1,1,0,0.72,79.7,33.9
S103,A38,quiz_prep,6,2,4,2026-02-05,2026-02-07,27.9,2,1,0,0.77,60.7,24.9
S121,A8,essay,13,1,2,2026-01-23,2026-01-25,53.4,1,1,0,0.89,89.3,33.1
S142,A28,reading,19,5,3,2026-01-19,2026-01-19,46.2,3,1,0,0.87,76.4,48.1
S138,A20,coding,7,3,2,2026-01-07,2026-01-09,48.4,2,1,0,0.83,84.9,40.5
S136,A33,worksheet,11,5,6,2026-01-10,2026-01-15,62.4,2,1,0,0.95,86.8,26.6
S142,A31,worksheet,22,1,4,2026-02-24,2026-03-01,44.3,1,0,1,0.69,86.2,43.2
S106,A23,quiz_prep,23,3,3,2026-01-24,2026-01-30,54.4,1,0,3,0.8,81.4,39.4
S107,A18,quiz_prep,12,2,6,2026-01-15,2026-01-23,32.7,1,0,2,0.72,84.6,41.4
S127,A36,quiz_prep,19,4,5,2026-02-09,2026-02-14,63.9,2,1,0,1.0,99.7,52.7
S143,A36,reading,16,5,1,2026-02-08,2026-02-08,53.9,2,1,0,0.88,84.4,45.0
S142,A18,reading,23,1,4,2026-01-12,2026-01-15,46.0,3,1,0,0.76,79.5,60.8
S117,A20,coding,17,3,6,2026-01-23,2026-01-25,66.9,1,1,0,0.99,73.3,13.7
S100,A12,worksheet,11,5,3,2026-02-06,2026-02-08,60.5,1,1,0,0.78,79.6,47.2
S142,A26,reading,17,1,1,2026-01-10,2026-01-11,17.8,3,1,0,0.86,70.9,38.3
S147,A2,reading,6,1,1,2026-02-17,2026-02-20,25.1,1,0,2,0.7,85.0,37.7
S133,A14,essay,12,2,3,2026-01-27,2026-01-27,78.2,2,1,0,0.76,84.4,48.5
S129,A22,worksheet,17,1,1,2026-01-24,2026-01-25,48.0,2,1,0,0.72,94.4,41.8
S119,A21,quiz_prep,13,3,1,2026-02-08,2026-02-08,42.0,3,1,0,0.79,77.1,33.7
S105,A4,worksheet,20,1,3,2026-01-11,2026-01-13,37.5,2,1,0,1.0,92.5,49.5
S148,A40,reading,12,4,1,2026-02-13,2026-02-13,53.9,1,1,0,0.84,95.0,59.0
S105,A18,essay,20,3,6,2026-02-12,2026-02-16,85.3,1,1,0,0.82,82.2,44.5
S127,A32,quiz_prep,9,4,2,2026-01-29,2026-01-31,36.6,1,1,0,0.93,92.9,31.9
S126,A18,worksheet,23,2,5,2026-02-18,2026-02-24,50.5,1,0,1,0.78,83.3,38.3
S132,A8,coding,11,5,4,2026-01-28,2026-02-01,81.9,1,1,0,0.77,98.8,36.3
S107,A19,quiz_prep,19,3,6,2026-02-01,2026-02-06,52.2,3,1,0,0.71,89.6,44.5
S133,A20,reading,23,1,6,2026-01-15,2026-01-25,28.3,2,0,4,0.7,73.4,39.8
S125,A39,reading,14,3,1,2026-01-01,2026-01-04,36.5,2,0,2,0.77,78.0,48.8
S113,A20,worksheet,23,3,6,2026-02-19,2026-02-21,58.8,2,1,0,0.85,83.7,42.5
S108,A17,coding,17,1,1,2026-01-21,2026-01-26,51.7,1,0,4,0.81,93.5,51.5
S107,A1,essay,5,3,3,2026-02-17,2026-02-17,70.5,4,1,0,0.9,80.2,51.0
S127,A12,worksheet,20,3,5,2026-01-25,2026-01-25,64.7,2,1,0,0.88,79.1,43.1
S134,A15,quiz_prep,24,4,2,2026-02-05,2026-02-07,70.2,1,1,0,0.74,73.0,38.0
S142,A23,reading,13,5,2,2026-01-26,2026-01-30,57.5,1,0,2,0.77,85.6,43.5
S147,A3,essay,10,5,6,2026-01-02,2026-01-05,96.1,3,1,0,0.79,60.9,50.8
S129,A5,coding,9,3,2,2026-02-06,2026-02-06,58.6,2,1,0,0.81,76.6,44.0
S127,A37,essay,9,1,5,2026-02-15,2026-02-16,64.1,2,1,0,0.77,100.0,47.0
S140,A27,coding,5,1,1,2026-01-08,2026-01-13,37.3,2,0,4,0.82,72.7,25.1
S125,A2,coding,10,4,6,2026-01-11,2026-01-16,57.2,1,1,0,0.93,76.9,47.9
S139,A30,coding,14,5,1,2026-01-06,2026-01-10,92.7,1,0,3,0.65,92.0,51.2
S127,A7,worksheet,14,2,6,2026-01-28,2026-01-29,38.1,1,1,0,0.88,87.5,50.2
S137,A26,quiz_prep,10,3,4,2026-01-06,2026-01-10,27.3,2,1,0,0.8,77.2,32.4
S125,A20,coding,24,3,6,2026-01-15,2026-01-16,95.5,1,1,0,0.88,100.0,35.4
S121,A11,reading,19,1,6,2026-02-02,2026-02-11,32.6,3,0,3,0.73,88.2,31.1
S140,A8,quiz_prep,20,1,4,2026-02-02,2026-02-06,31.1,2,1,0,1.0,85.7,33.6
S112,A23,coding,6,3,2,2026-02-16,2026-02-17,57.2,2,1,0,0.63,85.3,20.3
S141,A10,worksheet,10,5,3,2026-01-07,2026-01-09,75.6,1,1,0,0.79,79.5,49.0
S109,A17,worksheet,7,5,3,2026-01-12,2026-01-15,58.5,1,1,0,0.88,96.8,44.8
S138,A10,reading,11,2,2,2026-01-12,2026-01-14,14.0,2,1,0,0.9,100.0,35.7
S149,A32,essay,19,1,6,2026-02-18,2026-02-19,35.7,1,1,0,0.71,76.1,46.2
S136,A38,essay,19,5,1,2026-02-13,2026-02-14,120.1,1,1,0,0.78,83.5,51.1
S136,A40,coding,12,5,6,2026-02-25,2026-03-07,85.2,3,0,4,0.71,69.6,42.5
S140,A21,worksheet,8,1,1,2026-01-29,2026-01-29,23.2,2,1,0,0.92,76.9,50.0
S104,A31,essay,9,4,5,2026-02-10,2026-02-13,107.0,2,1,0,0.91,87.1,38.4
S119,A18,quiz_prep,17,1,3,2026-01-04,2026-01-07,43.4,3,1,0,0.92,76.7,38.6
S122,A33,reading,6,3,1,2026-01-20,2026-01-20,13.2,1,1,0,0.89,66.9,44.8
S129,A29,reading,7,2,4,2026-01-04,2026-01-04,30.6,1,1,0,0.87,90.7,47.8
S123,A19,reading,12,2,5,2026-02-11,2026-02-12,36.3,1,1,0,0.79,98.3,25.9
S105,A40,quiz_prep,17,1,4,2026-02-02,2026-02-06,34.9,3,1,0,0.84,90.5,49.5
S124,A30,quiz_prep,20,4,4,2026-02-05,2026-02-06,59.3,1,1,0,0.95,84.7,39.0
S150,A3,essay,24,4,3,2026-02-28,2026-03-03,124.9,1,1,0,1.0,84.3,37.5
S136,A13,coding,22,4,4,2026-02-08,2026-02-11,88.9,1,1,0,0.87,88.8,52.3
S130,A33,worksheet,15,3,5,2026-01-04,2026-01-08,50.0,2,1,0,0.82,88.6,27.9
S128,A7,coding,15,5,6,2026-02-15,2026-02-20,83.4,1,1,0,0.67,86.3,42.4
S105,A33,worksheet,18,4,2,2026-01-03,2026-01-04,66.7,3,1,0,0.91,90.4,33.1
S115,A29,essay,22,4,5,2026-02-03,2026-02-03,96.8,2,1,0,0.7,85.8,41.2
S133,A40,worksheet,13,4,2,2026-01-24,2026-01-24,65.4,2,1,0,0.78,80.8,48.2
S123,A19,essay,16,2,2,2026-01-27,2026-01-28,45.2,1,1,0,0.61,64.3,40.3
S149,A22,quiz_prep,23,1,2,2026-01-04,2026-01-05,49.2,1,1,0,0.76,84.7,40.2
S150,A22,reading,24,2,4,2026-01-22,2026-01-30,35.0,2,0,4,0.59,85.2,25.9
S106,A36,essay,11,5,1,2026-01-19,2026-01-19,85.3,1,1,0,0.81,82.4,55.8
S116,A39,worksheet,16,5,5,2026-01-22,2026-01-23,55.7,2,1,0,0.93,86.9,50.6
S105,A38,worksheet,22,3,5,2026-02-28,2026-03-04,51.5,1,1,0,1.0,83.9,30.4
S122,A20,essay,23,5,5,2026-01-09,2026-01-18,117.3,2,0,4,0.87,86.9,51.4
S138,A6,coding,17,2,5,2026-02-05,2026-02-05,58.2,2,1,0,0.96,81.8,37.3
S124,A22,worksheet,15,5,2,2026-02-12,2026-02-14,62.6,1,1,0,0.83,75.5,43.2
S144,A34,reading,10,4,1,2026-02-11,2026-02-11,45.3,1,1,0,0.88,86.4,39.9
S142,A28,quiz_prep,8,5,5,2026-01-24,2026-02-02,62.8,2,0,4,0.81,84.4,34.9
S101,A24,coding,24,5,6,2026-01-12,2026-01-13,116.0,3,1,0,0.83,86.6,41.7
S113,A22,essay,12,1,5,2026-01-13,2026-01-15,40.7,2,1,0,0.74,91.0,34.1
S114,A9,worksheet,16,2,6,2026-01-05,2026-01-09,30.8,1,1,0,0.75,67.9,46.5
S118,A7,quiz_prep,18,1,4,2026-02-19,2026-02-24,28.6,2,0,1,0.74,74.2,61.2
S134,A34,reading,14,2,1,2026-02-12,2026-02-15,40.8,1,0,2,0.77,88.4,58.0
S121,A40,worksheet,13,1,4,2026-02-08,2026-02-08,21.3,3,1,0,1.0,85.4,54.4
S124,A10,worksheet,20,4,1,2026-01-12,2026-01-12,73.2,1,1,0,0.81,100.0,38.5
S144,A40,worksheet,22,1,4,2026-02-16,2026-02-23,37.5,1,0,3,0.87,91.3,43.8
S128,A3,essay,20,4,5,2026-01-24,2026-01-29,112.9,3,1,0,0.82,66.6,35.7
S143,A16,essay,17,3,4,2026-02-09,2026-02-10,81.5,2,1,0,0.86,80.2,30.3
S118,A29,worksheet,17,1,5,2026-02-04,2026-02-08,30.4,1,1,0,1.0,81.6,42.8
S115,A20,essay,9,1,2,2026-02-27,2026-02-28,34.5,2,1,0,0.86,81.5,27.2
S112,A24,quiz_prep,17,1,6,2026-01-29,2026-02-03,61.9,2,1,0,0.83,94.4,22.9
S129,A19,essay,20,3,6,2026-02-02,2026-02-08,86.9,2,1,0,0.86,85.7,33.7
S133,A27,worksheet,23,1,1,2026-02-22,2026-02-22,23.0,1,1,0,0.97,88.4,29.5
S112,A39,worksheet,16,4,5,2026-02-25,2026-03-04,72.5,2,0,2,0.86,83.4,44.3
S116,A4,essay,23,3,6,2026-02-25,2026-03-01,100.2,3,1,0,0.91,86.5,59.3
S123,A36,reading,12,4,5,2026-02-15,2026-02-16,48.8,1,1,0,1.0,100.0,39.6
S133,A8,coding,23,2,4,2026-01-06,2026-01-09,59.5,2,1,0,0.98,78.9,36.0
S148,A11,coding,23,3,5,2026-01-29,2026-02-07,75.7,2,0,4,0.64,76.0,45.9
S132,A10,essay,22,4,6,2026-01-06,2026-01-11,98.6,2,1,0,0.96,87.1,42.1
S114,A29,coding,22,4,4,2026-03-01,2026-03-02,88.4,2,1,0,0.91,90.4,24.3
S101,A27,reading,18,5,4,2026-01-26,2026-02-03,64.3,1,0,4,0.66,79.0,59.5
S132,A24,worksheet,5,1,1,2026-01-25,2026-01-26,11.5,1,1,0,0.83,64.8,39.0
S105,A24,worksheet,14,2,6,2026-01-02,2026-01-07,43.0,2,1,0,0.97,94.7,32.2
S120,A7,coding,6,3,4,2026-02-20,2026-02-22,54.6,1,1,0,0.85,81.7,52.7
